orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus	ref_suggestions	followup_phylo_group
F1370_NODE_970_length_1742_cov_6.752223_1	F1370_NODE_970_length_1742_cov_6.752223	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1697	72	REVERSE	1625	QJW70318.1	539	89.6	538	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2	89.6	Erysiphe_necator_associated_partitivirus_2	Partitiviridae	Erysiphe_necator_associated_partitivirus_2_F1370C970F1370	Erysiphe_necator_associated_partitivirus_2	F1370_NODE_970_length_1742_cov_6.752223_F1370_MapVerif_F1370_detect_F1370_round2_F1370_round3_frame1_1	C970	F1370	F1370	phylogenetically related, high RdRp aa similarity ~89%	_	Erysiphe_necator_associated_partitivirus_2	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	dsRNA	segmented	Pisuviricota	4	1	Anopheles		other_clades
F1120_NODE_4_length_5019_cov_758.624496_3	F1120_NODE_4_length_5019_cov_758.624496	G	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	1643	3097	FORWARD	1454	APG76308.1	1006	99.8	485	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei mosquito virus 4	99.8	Hubei_mosquito_virus_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1120_NODE_57_length_2277_cov_3.948245_1	F1120_NODE_57_length_2277_cov_3.948245	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2277	1	REVERSE	2276	QTW97839.1	919	96.5	738	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	96.5	Hubei_narna_like_virus_17_subsp2	Narnaviridae	Hubei_narna_like_virus_17_F1120C57F1049	Hubei_narna_like_virus_17	F1120_NODE_57_length_2277_cov_3.948245_F1120_MapVerif_F1049_detect_F1049_round2_F1049_round3_frame1_1	C57	F1120	F1049	phylogenetically related, high RdRp similarity up to ~74-75% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14	(+)ssRNA	non-segmented	Lenarviricota	17	14	Culex		other_clades
F1120_NODE_57_length_2277_cov_3.948245_1	F1120_NODE_57_length_2277_cov_3.948245	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2277	1	REVERSE	2276	QTW97839.1	919	96.5	738	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	96.5	Hubei_narna_like_virus_17_subsp2	Narnaviridae	Hubei_narna_like_virus_17_F1120C57F1120	Hubei_narna_like_virus_17	F1120_NODE_57_length_2277_cov_3.948245_F1120_MapVerif_F1120_detect_F1120_round2_F1120_round3_frame1_1	C57	F1120	F1120	phylogenetically related, high RdRp similarity up to ~74-75% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Lenarviricota	17	17	Culex		other_clades
F1621_NODE_32_length_2992_cov_117.672114_1	F1621_NODE_32_length_2992_cov_117.672114	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1	2925	FORWARD	2924	ASA47364.1	858	56.1	859	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Wilkie narna-like virus 1	56.1	F1621_NODE_32_length_2992_cov_117.672114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1090_NODE_8_length_4703_cov_8.527108_3	F1090_NODE_8_length_4703_cov_8.527108	N	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	3313	1853	REVERSE	1460	YP_009337034.1	470	97.4	470	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei tombus-like virus 20	97.4	Hubei_tombus_like_virus_20_subsp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1347_NODE_3_length_2331_cov_1398.506591_1	F1347_NODE_3_length_2331_cov_1398.506591	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	55	2007	FORWARD	1952	QGY72609.1	643	91.3	643	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae	91.3	Erysiphe_necator_associated_ourmia_like_virus_47	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_47_F1347C3F1347	Erysiphe_necator_associated_ourmia_like_virus_47	F1347_NODE_3_length_2331_cov_1398.506591_F1347_round2_F1347_detect_F1347_round2_F1347_round3_frame1_1	C3	F1347	F1347	phylogenetically related, high RdRp aa similarity ~88%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	_	cluster27	(+)ssRNA	non-segmented	Lenarviricota	19	27	Aedes		other_clades
F1349_NODE_35_length_2123_cov_45.847195_1	F1349_NODE_35_length_2123_cov_45.847195	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2123	42	REVERSE	2081	DAB41738.1	1074	39.8	586	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Tetrodontophora bielanensis associated virus 1	39.8	F1349_NODE_35_length_2123_cov_45.847195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1352_NODE_2_length_15650_cov_128.103110_1	F1352_NODE_2_length_15650_cov_128.103110	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	24	15602	FORWARD	15578	QBB21108.1	4815	28.5	5045	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Geranium carolinianum endornavirus	28.5	Melvanize_virus	Endornaviridae	Melvanize_virus_F1352C2F1352	Melvanize_virus	F1352_NODE_2_length_15650_cov_128.103110_F1352_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame3_1	C2	F1352	F1352	phylogenetically related, not high RdRp similarity: ~35% aa to QXF30352 (55% nt) only in the aligned small region. Full polyprot identity is 28% with QBB21108 and 45%nt of the full genome.	75% (genomic) https://talk.ictvonline.org/ictv-reports/ictv_9th_report/dsrna-viruses-2011/w/dsrna_viruses/182/endornaviridae	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Kitrinoviricota	11	28	Aedes		other_clades
F1352_NODE_3_length_14598_cov_105.777212_1	F1352_NODE_3_length_14598_cov_105.777212	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	2	14554	FORWARD	14552	QGA70905.1	3713	48.1	3745	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Kerstinbo virus	48.1	Morruptic_virus	Endornaviridae	Morruptic_virus_F1352C3F1352	Morruptic_virus	F1352_NODE_3_length_14598_cov_105.777212_F1352_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame2_1	C3	F1352	F1352	phylogenetically related, not high polyprot similarity: ~48% aa to QGA70905 (57% nt).	75% (genomic) https://talk.ictvonline.org/ictv-reports/ictv_9th_report/dsrna-viruses-2011/w/dsrna_viruses/182/endornaviridae	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Kitrinoviricota	11	28	Aedes		other_clades
F1361_NODE_262_length_2334_cov_50.104871_1	F1361_NODE_262_length_2334_cov_50.104871	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2312	291	REVERSE	2021	QGY72604.1	666	82.9	666	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae	82.9	Erysiphe_necator_associated_ourmia_like_virus_81	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_81_F1361C262F1361	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871_F1361_round2_F1361_detect_F1361_round2_F1361_round3_frame2_1	C262	F1361	F1361	phylogenetically related, high RdRp aa similarity ~91%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(+)ssRNA	non-segmented	Lenarviricota	19	1	Anopheles		other_clades
F1361_NODE_262_length_2334_cov_50.104871_1	F1361_NODE_262_length_2334_cov_50.104871	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2312	291	REVERSE	2021	QGY72604.1	666	82.9	666	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae	82.9	Erysiphe_necator_associated_ourmia_like_virus_81	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_81_F1361C262F1015	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871_F1361_round2_F1015_detect_F1015_round2_F1015_round3_frame2_1	C262	F1361	F1015	phylogenetically related, high RdRp aa similarity ~91%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes		other_clades
F1361_NODE_262_length_2334_cov_50.104871_1	F1361_NODE_262_length_2334_cov_50.104871	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2312	291	REVERSE	2021	QGY72604.1	666	82.9	666	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae	82.9	Erysiphe_necator_associated_ourmia_like_virus_81	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_81_F1361C262F1171	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871_F1361_round2_F1171_detect_F1171_round2_F1171_round3_frame2_1	C262	F1361	F1171	phylogenetically related, high RdRp aa similarity ~91%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes		other_clades
F1559_NODE_15_length_3431_cov_895.395438_2	F1559_NODE_15_length_3431_cov_895.395438	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2712	58	REVERSE	2654	DAB41738.1	1074	39.8	628	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Tetrodontophora bielanensis associated virus 1	39.8	F1559_NODE_15_length_3431_cov_895.395438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1559_NODE_16_length_3429_cov_142.246888_1	F1559_NODE_16_length_3429_cov_142.246888	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1	3387	FORWARD	3386	QTW97841.1	1078	42.3	1039	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Riboviria sp.	42.3	F1559_NODE_16_length_3429_cov_142.246888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1559_NODE_20_length_3169_cov_114.399807_1	F1559_NODE_20_length_3169_cov_114.399807	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3	2957	FORWARD	2954	YP_009333179.1	955	41.7	955	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Beihai barnacle virus 10	41.7	Dabluel_virus	Narnaviridae	Dabluel_virus_F1559C20F1559	Dabluel_virus	F1559_NODE_20_length_3169_cov_114.399807_F1559_MapVerif_F1559_detect_F1559_round2_F1559_round3_frame3_1	C20	F1559	F1559	phylogenetically related, not high enough RdRp similarity: ~40% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex gelidus	correct	Culex gelidus	_	cluster8	(+)ssRNA	non-segmented	Lenarviricota	17	8	Culex		other_clades
F1395_NODE_195_length_2846_cov_11.463991_1	F1395_NODE_195_length_2846_cov_11.463991	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	281	2755	FORWARD	2474	QKI79912.1	838	91.9	737	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 82	91.9	Erysiphales_ourmia_like_virus_2	Botourmiaviridae	Erysiphales_ourmia_like_virus_2_F1395C195F1395	Erysiphales_ourmia_like_virus_2	F1395_NODE_195_length_2846_cov_11.463991_F1395_round2_F1395_detect_F1395_round2_F1395_round3_frame2_1	C195	F1395	F1395	phylogenetically related, high RdRp aa similarity ~93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Coquillettidia crassipes	correct	Coquillettidia crassipes	_	cluster2	(+)ssRNA	non-segmented	Lenarviricota	19	2	Coquillettidia		other_clades
F1132_NODE_4_length_3029_cov_94.587088_2	F1132_NODE_4_length_3029_cov_94.587088	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	32	2656	FORWARD	2624	QNS17453.1	794	84.1	690	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Serbia narna-like virus 2	84.1	Serbia_narna_like_virus_2	Narnaviridae	Serbia_narna_like_virus_2_F1132C4F1132	Serbia_narna_like_virus_2	F1132_NODE_4_length_3029_cov_94.587088_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame2_1	C4	F1132	F1132	phylogenetically related, high RdRp similarity up to ~74% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). The other virus in the clade, which is approximately 53% aa similar in a shorter alignment was submitted couple of months earlier, but dues to such difference if relatedness, I will use the name of a later submitted virus yet much closer to the novel genome.	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex		other_clades
F1132_NODE_7_length_2830_cov_221.665225_3	F1132_NODE_7_length_2830_cov_221.665225	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2809	20	REVERSE	2789	UFT26911.1	759	60.1	781	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Drosophila-associated narnavirus 2	60.1	Drosophila_associated_narnavirus_2	Narnaviridae	Drosophila_associated_narnavirus_2_F1132C7F1132	Drosophila_associated_narnavirus_2	F1132_NODE_7_length_2830_cov_221.665225_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame1_1	C7	F1132	F1132	phylogenetically related, high RdRp similarity up to ~60% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex		other_clades
F1132_NODE_20_length_1630_cov_351.145397_1	F1132_NODE_20_length_1630_cov_351.145397	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1	1629	FORWARD	1628	UTS51901.1	848	36.9	547	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp. gcode 6	36.9	Decritial_virus	Narnaviridae	Decritial_virus_F1132C20F1132	Decritial_virus	F1132_NODE_20_length_1630_cov_351.145397_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame1_1	C20	F1132	F1132	phylogenetically related, not high enough RdRp similarity: ~37% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex		other_clades
F1182_NODE_14_length_2324_cov_40.641692_1	F1182_NODE_14_length_2324_cov_40.641692	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1	2031	FORWARD	2030	QKI79844.1	673	73.5	668	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	73.5	Erysiphe_necator_associated_ourmia_like_virus_14_subsp2	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1182C14F1182	Erysiphe_necator_associated_ourmia_like_virus_14	F1182_NODE_14_length_2324_cov_40.641692_F1182_round2_F1182_detect_F1182_round2_F1182_round3_frame1_1	C14	F1182	F1182	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes caecus	misannotated	Aedes thailandensis	_	cluster23	(+)ssRNA	non-segmented	Lenarviricota	19	23	Aedes		other_clades
F1584_NODE_52_length_2510_cov_11.737271_1	F1584_NODE_52_length_2510_cov_11.737271	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2509	479	REVERSE	2030	QKI79844.1	673	73.2	668	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	73.2	Erysiphe_necator_associated_ourmia_like_virus_14_subsp3	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1584C52F1584	Erysiphe_necator_associated_ourmia_like_virus_14	F1584_NODE_52_length_2510_cov_11.737271_F1584_round2_F1584_detect_F1584_round2_F1584_round3_frame2_1	C52	F1584	F1584	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex sinensis	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	(+)ssRNA	non-segmented	Lenarviricota	19	11	Culex		other_clades
F1585_NODE_2_length_2559_cov_71.784345_1	F1585_NODE_2_length_2559_cov_71.784345	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2558	498	REVERSE	2060	QDB75001.1	642	46.1	653	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	46.1	Codisteave_virus	Botourmiaviridae	Codisteave_virus_F1585C2F1585	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345_F1585_round2_F1585_detect_F1585_round2_F1585_round3_frame2_1	C2	F1585	F1585	phylogenetically related, not high enough RdRp aa similarity ~43%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex sinensis	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	(+)ssRNA	non-segmented	Lenarviricota	19	13	Culex		other_clades
F1585_NODE_2_length_2559_cov_71.784345_1	F1585_NODE_2_length_2559_cov_71.784345	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2558	498	REVERSE	2060	QDB75001.1	642	46.1	653	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	46.1	Codisteave_virus	Botourmiaviridae	Codisteave_virus_F1585C2F1611	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345_F1585_round2_F1611_detect_F1611_round2_F1611_round3_frame2_1	C2	F1585	F1611	phylogenetically related, not high enough RdRp aa similarity ~43%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	19	15	Culex		other_clades
F1586_NODE_7_length_3277_cov_3101.561142_2	F1586_NODE_7_length_3277_cov_3101.561142	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3275	33	REVERSE	3242	APG76979.1	1056	84.6	1056	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Zhejiang mosquito virus 3	84.6	Zhejiang_mosquito_virus_3_subsp2	Narnaviridae	Zhejiang_mosquito_virus_3_F1586C7F1586	Zhejiang_mosquito_virus_3	F1586_NODE_7_length_3277_cov_3101.561142_F1586_MapVerif_F1586_detect_F1586_round2_F1586_round3_frame3_1	C7	F1586	F1586	phylogenetically related, high RdRp similarity up to ~84% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). Narnaviridae_environmental_sample is the oldest sequence in the clade. However, because the name is confusing and it's not the closest to the novel genome, I will go for the second oldest sequence and coincidentally the closest to our novel sequence Zhejiang mosquito virus 3.	NA	Culex sinensis	internally divergent	Culex sinensis	_	cluster12	(+)ssRNA	non-segmented	Lenarviricota	17	12	Culex		other_clades
F1588_NODE_16_length_2162_cov_36.273849_1	F1588_NODE_16_length_2162_cov_36.273849	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2160	265	REVERSE	1895	QIP68025.1	618	96	618	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	96	Bremia_lactucae_associated_ourmia_like_virus_1_subsp2	Botourmiaviridae	Bremia_lactucae_associated_ourmia_like_virus_1_F1588C16F1588	Bremia_lactucae_associated_ourmia_like_virus_1	F1588_NODE_16_length_2162_cov_36.273849_F1588_round2_F1588_detect_F1588_round2_F1588_round3_frame3_1	C16	F1588	F1588	phylogenetically related, high RdRp aa similarity ~90-93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae, Bremia_lactucae_associated_ourmia_like_virus_1 was submitted earlier	NA	Culex sinensis	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	19	9	Culex		other_clades
F1367_NODE_208_length_2030_cov_14.963544_1	F1367_NODE_208_length_2030_cov_14.963544	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2028	55	REVERSE	1973	YP_009272903.1	637	87	633	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Fusarium poae narnavirus 2	87	Fusarium_poae_narnavirus_2	Narnaviridae	Fusarium_poae_narnavirus_2_F1367C208F1367	Fusarium_poae_narnavirus_2	F1367_NODE_208_length_2030_cov_14.963544_F1367_MapVerif_F1367_detect_F1367_round2_F1367_round3_frame3_1	C208	F1367	F1367	phylogenetically related, high RdRp similarity up to ~86% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). Picked the closest virus.	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(+)ssRNA	non-segmented	Lenarviricota	17	1	Anopheles		other_clades
F1367_NODE_265_length_1859_cov_6.491685_1	F1367_NODE_265_length_1859_cov_6.491685	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1	1620	FORWARD	1619	UDL14417.1	541	42.4	535	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	42.4	F1367_NODE_265_length_1859_cov_6.491685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
