#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1365_NODE_1271_length_1754_cov_8.671572_1 -               0.62    0.6  47.5       0.8    0.3  47.5   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -          F1365_NODE_1286_length_1747_cov_2.347518_3 -              0.032    5.3  69.4     0.046    4.8  69.4   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -          F1365_NODE_1286_length_1747_cov_2.347518_3 -              0.034    4.5  79.9     0.043    4.2  79.9   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1365_NODE_1286_length_1747_cov_2.347518_3 -               0.13    2.9  79.2      0.17    2.5  79.2   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -          F1365_NODE_1286_length_1747_cov_2.347518_3 -               0.21    2.1  71.4      0.28    1.7  71.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta -          F1365_NODE_2455_length_1292_cov_2.984640_2 -             0.0078    6.8  12.2    0.0095    6.5  12.2   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -          F1365_NODE_2738_length_1223_cov_1.482877_2 -            3.7e-06   18.3   7.5   4.2e-06   18.1   7.5   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1365_NODE_2738_length_1223_cov_1.482877_2 -              0.015    6.2  16.5     0.024    5.5  16.5   1.4   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.263.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.263.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/a8/54c3fa2b1afd683b47df7e4be064a9
# Date:            Thu Jul 21 16:23:19 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -          F1530_NODE_1058_length_1790_cov_3.272046_2 -               0.37    1.2  16.5      0.59    0.5  16.5   1.4   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -          F1530_NODE_1547_length_1539_cov_3.225067_2 -             0.0014    9.5   3.5    0.0023    8.9   3.5   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1530_NODE_5917_length_731_cov_1.894970_1 -             0.0042    7.8   8.5     0.005    7.5   8.5   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta   -          F1531_NODE_29_length_5195_cov_6.116732_1 -                1.1   -0.3  16.8       1.7   -0.9  16.8   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1531_NODE_156_length_3316_cov_3.185526_1 -               0.12    3.2  15.1      0.18    2.6  15.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta         -          F1531_NODE_222_length_3068_cov_2435.778626_1 -           3.5e-135  444.8   0.0  6.9e-135  443.8   0.0   1.4   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta            -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            3.8e-72  235.9   0.0   5.5e-72  235.4   0.0   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1531_NODE_222_length_3068_cov_2435.778626_1 -              1e-28   92.2   0.7   1.7e-28   91.5   0.8   1.4   1   1   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            4.1e-19   60.5   0.0   6.2e-19   59.9   0.0   1.4   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta  -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            8.9e-17   53.0   0.0     2e-16   51.9   0.0   1.5   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta  -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            3.8e-13   41.2   0.4     1e-12   39.7   0.4   1.6   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta          -          F1531_NODE_222_length_3068_cov_2435.778626_1 -              1e-07   23.5   1.5   2.7e-07   22.1   1.5   1.7   1   1   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1282.Palmdb.0.4.fasta -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            2.5e-05   15.1   0.0   4.2e-05   14.4   0.0   1.3   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta  -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            4.5e-05   14.4   0.1   4.5e-05   14.4   0.1   2.2   3   0   0   3   3   3   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1531_NODE_222_length_3068_cov_2435.778626_1 -            4.8e-05   14.0   0.1    0.0001   12.9   0.1   1.5   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1531_NODE_386_length_2562_cov_4.523734_2 -                8.3   -2.9  16.9        30   -4.7  16.9   1.8   1   1   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta  -          F1531_NODE_1325_length_1631_cov_2.074873_1 -                0.2    2.3  17.4       0.3    1.7  17.4   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta   -          F1531_NODE_1325_length_1631_cov_2.074873_1 -                  4   -2.2  26.9      0.69    0.4  23.0   1.5   2   0   0   2   2   2   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.397.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.397.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/66/d90413599563dfb5a9397f5087539a
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1124_NODE_398_length_3140_cov_8.789627_2 -              0.038    4.7  21.6    0.0014    9.5  15.0   1.8   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -          F1124_NODE_398_length_3140_cov_8.789627_2 -                3.1   -1.8  21.0       6.3   -2.9  21.0   1.4   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1124_NODE_398_length_3140_cov_8.789627_2 -                7.4   -3.0  26.6      0.12    3.0  19.1   1.7   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta -          F1124_NODE_460_length_3002_cov_10.663386_2 -             0.0013    9.5   1.7    0.0024    8.6   1.7   1.3   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -          F1124_NODE_467_length_2982_cov_25.241544_1 -               0.21    2.2  11.1      0.47    1.0  11.1   1.5   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1124_NODE_906_length_2419_cov_4.845601_5 -               0.55    0.8  17.2     0.001    9.8   4.2   2.3   2   1   1   3   3   3   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1124_NODE_906_length_2419_cov_4.845601_5 -                2.5   -1.2  20.5    0.0071    7.2   5.0   2.1   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta -          F1124_NODE_1072_length_2259_cov_15.925590_2 -             0.0045    8.0   6.9     0.006    7.6   6.9   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.88.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.88.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/29/41f813124acad0434fa05c71358e6a
# Date:            Thu Jul 21 16:23:17 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta    -          F1028_NODE_1549_length_1539_cov_1.333558_2 -            1.1e-05   16.5   0.0   1.7e-05   15.8   0.0   1.2   1   0   0   1   1   1   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1028_NODE_1549_length_1539_cov_1.333558_2 -            0.00039   11.0   0.0   0.00057   10.4   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1028_NODE_1820_length_1446_cov_7.844716_3 -                1.3   -0.2  15.8       1.7   -0.6  15.8   1.4   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1028_NODE_2001_length_1385_cov_2.246617_1 -              0.027    5.1  16.4     0.039    4.6  16.4   1.3   1   1   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -          F1028_NODE_2056_length_1369_cov_4.994673_4 -              0.004    8.1  42.9    0.0059    7.5  42.9   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta            -          F1028_NODE_2056_length_1369_cov_4.994673_4 -              0.052    4.1  36.2     0.071    3.7  36.2   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta              -          F1028_NODE_2056_length_1369_cov_4.994673_4 -               0.57    0.6  39.1      0.83    0.1  39.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta            -          F1028_NODE_2056_length_1369_cov_4.994673_4 -                1.4   -0.3  43.0       1.9   -0.8  43.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -          F1028_NODE_2056_length_1369_cov_4.994673_4 -                2.2   -1.3  33.0       3.2   -1.9  33.0   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -          F1028_NODE_2056_length_1369_cov_4.994673_4 -                2.4   -1.1  37.0       3.2   -1.5  37.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta     -          F1028_NODE_2056_length_1369_cov_4.994673_4 -                2.7   -1.3  47.1       3.7   -1.8  47.1   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.31.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.31.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/21/6a38e837126fbfea034dfa84f8b5b9
# Date:            Thu Jul 21 16:23:24 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta  -          F1339_NODE_486_length_2655_cov_1.621154_1 -                3.2   -1.5  16.7       3.6   -1.7  15.9   1.4   1   1   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1339_NODE_538_length_2530_cov_4.280808_1 -             0.0012    9.5   2.8    0.0017    9.1   2.8   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -          F1339_NODE_545_length_2516_cov_6.107680_1 -            1.5e-90  297.1  23.7     2e-90  296.7  23.7   1.0   1   0   0   1   1   1   1 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -          F1339_NODE_545_length_2516_cov_6.107680_1 -            4.1e-55  179.8   9.8   5.3e-55  179.4   9.8   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -          F1339_NODE_545_length_2516_cov_6.107680_1 -            3.3e-42  137.3  14.5   8.7e-41  132.6  14.5   2.3   1   1   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -          F1339_NODE_545_length_2516_cov_6.107680_1 -            9.3e-32  102.7   0.0   1.5e-31  102.0   0.0   1.3   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -          F1339_NODE_545_length_2516_cov_6.107680_1 -              2e-27   88.0   0.0   3.1e-27   87.3   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -              5e-25   80.4   0.0   1.5e-24   78.8   0.0   1.7   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            3.7e-20   64.2   0.3   3.7e-20   64.2   0.3   3.0   3   1   0   3   3   3   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            4.3e-20   64.1   0.0   8.6e-20   63.1   0.0   1.5   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            6.9e-17   53.6   0.0   7.6e-14   43.5   0.0   2.3   2   0   0   2   2   2   2 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta         -          F1339_NODE_545_length_2516_cov_6.107680_1 -            8.2e-10   30.2   4.9   2.6e-08   25.2   0.0   2.8   1   1   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            4.3e-09   27.6   0.1     2e-06   18.8   0.0   2.2   2   0   0   2   2   2   2 -
ALL_FINAL_RdRp_cores_0.3.clstr_298.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            2.5e-08   25.2   0.0   1.6e-05   16.0   0.0   3.0   3   0   0   3   3   3   2 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta  -          F1339_NODE_545_length_2516_cov_6.107680_1 -            7.5e-06   16.9   0.0   1.2e-05   16.2   0.0   1.3   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1339_NODE_676_length_2335_cov_2.682018_1 -               0.39    1.5  33.6     0.051    4.4  13.4   2.1   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1339_NODE_676_length_2335_cov_2.682018_1 -               0.54    0.8  37.9     0.011    6.4  28.7   1.9   1   1   1   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -          F1339_NODE_676_length_2335_cov_2.682018_1 -                2.5   -1.4  25.2      0.21    2.1   0.8   2.0   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta        -          F1339_NODE_676_length_2335_cov_2.682018_1 -                3.1   -1.6  35.9      0.17    2.6  23.2   2.1   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta        -          F1339_NODE_676_length_2335_cov_2.682018_1 -                9.5   -3.3  52.2      0.16    2.5   8.8   2.1   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1339_NODE_676_length_2335_cov_2.682018_1 -                9.5   -3.1  41.1      0.35    1.6   5.6   2.1   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta        -          F1339_NODE_676_length_2335_cov_2.682018_1 -                9.6   -3.1  24.4      0.54    1.0   0.4   2.0   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta     -          F1339_NODE_676_length_2335_cov_2.682018_2 -              0.013    6.2  27.2     0.014    6.1  27.2   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta           -          F1339_NODE_676_length_2335_cov_2.682018_2 -              0.017    5.5  28.7     0.019    5.3  28.7   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -          F1339_NODE_676_length_2335_cov_2.682018_2 -               0.11    3.1  18.8      0.14    2.8  18.8   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta            -          F1339_NODE_676_length_2335_cov_2.682018_2 -               0.39    1.3  19.2      0.44    1.1  19.2   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1339_NODE_676_length_2335_cov_2.682018_2 -               0.41    1.2  17.4      0.44    1.1  17.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta              -          F1339_NODE_676_length_2335_cov_2.682018_2 -                3.3   -1.9  30.4       3.8   -2.1  30.4   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1339_NODE_1475_length_1641_cov_2.336066_1 -             0.0012    9.8  22.5    0.0014    9.5  22.5   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1339_NODE_1475_length_1641_cov_2.336066_1 -              0.019    5.6   6.6     0.022    5.4   6.6   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta        -          F1339_NODE_1475_length_1641_cov_2.336066_1 -              0.079    3.4  25.1       0.1    3.1  25.1   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1339_NODE_1475_length_1641_cov_2.336066_1 -               0.08    3.6  21.8       0.1    3.2  21.8   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1339_NODE_1475_length_1641_cov_2.336066_1 -               0.29    1.9  20.3      0.39    1.5  20.3   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -          F1339_NODE_1476_length_1640_cov_11.104732_1 -            9.1e-05   13.0  25.5   0.00011   12.8  25.5   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta  -          F1339_NODE_1476_length_1640_cov_11.104732_1 -                1.7   -0.9  19.6       2.5   -1.4  19.6   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta -          F1339_NODE_1476_length_1640_cov_11.104732_1 -                4.6   -1.9  21.9       6.7   -2.5  21.9   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta          -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            2.3e-79  260.2   6.6   2.6e-79  260.0   6.6   1.0   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            2.7e-42  137.1   1.2   3.3e-42  136.8   1.2   1.0   1   0   0   1   1   1   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            1.6e-17   55.2   3.8   2.2e-17   54.8   3.8   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            2.8e-14   44.5   2.4   4.1e-14   43.9   2.1   1.5   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta         -          F1339_NODE_2128_length_1366_cov_2.616323_1 -              4e-11   34.3   1.7     4e-11   34.3   1.7   1.6   1   1   1   2   2   2   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta            -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            7.5e-07   20.2   0.5   1.7e-06   19.0   0.2   1.6   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta  -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            2.1e-06   19.1   0.0   0.00054   11.2   0.0   2.2   2   0   0   2   2   2   2 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta         -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            3.9e-05   14.4   2.7   7.9e-05   13.3   0.2   2.1   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta  -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            5.8e-05   14.1   0.2   5.8e-05   14.1   0.2   1.8   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1279.Palmdb.0.4.fasta -          F1339_NODE_2128_length_1366_cov_2.616323_1 -            0.00043   11.3   0.0   0.00071   10.6   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -          F1339_NODE_3423_length_1039_cov_14.261179_1 -             0.0011    9.9   5.8    0.0015    9.5   5.8   1.1   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1339_NODE_3685_length_997_cov_1.666667_1 -            5.1e-05   14.0   0.1   5.8e-05   13.8   0.1   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1339_NODE_4126_length_926_cov_1.715270_1 -                2.2   -1.2  22.2       2.9   -1.6  22.2   1.3   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.225.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.225.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/2b/81960923e4006024b539f005aa656e
# Date:            Thu Jul 21 16:23:18 2022
# [ok]
#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -          F1130_NODE_4472_length_1057_cov_2.003992_1 -            0.00056   10.9  16.6   0.00063   10.7  16.6   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta  -          F1130_NODE_4472_length_1057_cov_2.003992_1 -             0.0033    8.1  22.5    0.0041    7.8  22.5   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta  -          F1130_NODE_4472_length_1057_cov_2.003992_1 -             0.0051    7.6  21.0    0.0062    7.4  21.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta     -          F1130_NODE_4472_length_1057_cov_2.003992_1 -              0.045    4.4  21.5     0.055    4.1  21.5   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta  -          F1130_NODE_4472_length_1057_cov_2.003992_1 -              0.059    4.1  23.1      0.08    3.6  23.1   1.1   1   0   0   1   1   1   0 -
