target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta	-	F1187_NODE_1364_length_1894_cov_3.788472_2	-	0,83	0,7	18,1	1,2	0,1	18,1	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1201_NODE_5112_length_1245_cov_4.634454_2	-	1,8	-0,8	39,2	0,096	3,5	12,5	2	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1201_NODE_6260_length_1099_cov_2.657088_1	-	0,00014	12,4	27,8	0,00017	12,1	27,8	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1201_NODE_8705_length_887_cov_1.847356_1	-	0,15	2,8	16,8	0,19	2,4	16,8	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1194_NODE_366_length_3000_cov_3.094737_2	-	0,00053	10,5	23	0,00086	9,8	23	1,3	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1194_NODE_379_length_2974_cov_9.573484_1	-	9,2	-3,4	35,1	15	-4,2	35,1	1,3	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1194_NODE_474_length_2753_cov_5.352483_1	-	9,9	-3,7	25,4	0,31	1,3	19,4	1,4	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1194_NODE_519_length_2685_cov_3.900000_1	-	0,11	3,3	20,6	0,00095	10,1	11,1	1,8	1	1	0	1	1	1	0	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_796_length_2338_cov_1.868594_1	-	0,0002	12	0,4	0,0021	8,7	0	2,2	1	1	1	3	3	3	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_834_length_2303_cov_2.588523_2	-	2,00E-05	15,3	0	2,90E-05	14,7	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1194_NODE_964_length_2202_cov_4.087564_1	-	4	-2,1	14,3	6,4	-2,7	14,3	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1194_NODE_973_length_2195_cov_3.978505_1	-	4,1	-2,1	17,1	6,8	-2,8	17,1	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta	-	F1194_NODE_1087_length_2117_cov_4.318138_2	-	0,0026	8,7	11,9	0,0033	8,3	11,9	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1504_NODE_1360_length_2406_cov_4.191408_1	-	0,066	3,5	27	0,093	3,1	27	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1504_NODE_1370_length_2397_cov_7.181469_3	-	0,019	5,4	11,6	0,054	3,9	8,7	2	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1504_NODE_1453_length_2339_cov_19.524081_3	-	0,024	5,5	22,9	0,035	5	22,9	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1504_NODE_1540_length_2285_cov_3.209865_1	-	0,00061	10,8	13,9	0,00081	10,4	13,9	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1504_NODE_1589_length_2254_cov_10.075034_1	-	0,0003	11,8	18,3	0,00042	11,3	18,3	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1504_NODE_2186_length_1925_cov_5.330481_3	-	1,30E-06	19,3	22	1,80E-06	18,8	22	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1504_NODE_2227_length_1909_cov_4.099784_1	-	6,9	-2,6	37,5	0,025	5,4	20,5	2,1	1	1	1	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1504_NODE_3461_length_1461_cov_4.007112_1	-	0,002	9,1	9,3	0,0021	9	9,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1608_NODE_91_length_2654_cov_3.925356_2	-	0,24	2,2	12,7	0,023	5,5	0,3	2	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta	-	F1608_NODE_1119_length_1399_cov_33.116071_1	-	0,94	0,3	11,1	0,12	3,2	6,8	1,6	1	1	1	2	2	2	0	-
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1608_NODE_1530_length_1260_cov_1.751867_1	-	0,00013	12,8	0,5	0,00038	11,2	0,1	1,8	2	0	0	2	2	2	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1608_NODE_2672_length_1020_cov_5.335751_2	-	6,9	-2,6	16,7	9,7	-3,1	16,7	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1143_NODE_2657_length_1429_cov_42.542213_2	-	9,8	-3,3	17,9	0,052	4,2	2,3	2,1	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1143_NODE_3440_length_1270_cov_2.615638_1	-	0,06	4,2	30,5	0,081	3,8	30,5	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_441.Palmdb.0.4.fasta	-	F1143_NODE_3582_length_1247_cov_2.269295_2	-	0,00051	10,7	0,3	0,00068	10,3	0,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1143_NODE_3602_length_1245_cov_1.787395_3	-	0,013	5,9	28,6	0,014	5,8	28,6	1	1	0	0	1	1	1	0	-
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1143_NODE_3681_length_1233_cov_1.691851_1	-	0,0002	12,2	0	0,00022	12,1	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1143_NODE_3796_length_1211_cov_4.083910_3	-	0,00067	10,4	9,5	0,00086	10,1	9,5	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_1282.Palmdb.0.4.fasta	-	F1143_NODE_4255_length_1142_cov_10.772769_2	-	0,00052	10,8	0,6	0,00069	10,4	0,6	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1143_NODE_4298_length_1137_cov_3.374307_2	-	0,2	2,4	11	0,11	3,3	9,2	1,4	1	1	1	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1143_NODE_4338_length_1132_cov_4.944290_2	-	5,7	-2,6	17,5	0,077	3,6	8,3	1,9	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1280_NODE_700_length_925_cov_5.059770_1	-	0,043	4,4	16,9	0,062	3,8	17	1,2	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1280_NODE_935_length_818_cov_5.753604_1	-	0,0044	7,7	7,7	0,0049	7,6	7,7	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1280_NODE_1070_length_774_cov_6.383866_2	-	0,00098	10,1	1,6	0,00092	10,2	1,6	1	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1282_NODE_17_length_6964_cov_5.171515_3	-	9,80E-05	13	0,6	0,00021	11,9	0,4	1,6	1	1	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1282_NODE_70_length_4827_cov_15.781224_4	-	8,10E-08	23,6	14,7	9,40E-08	23,4	14,7	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1282_NODE_149_length_3943_cov_2.812500_3	-	1,1	0	19,5	0,84	0,4	17,5	1,7	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1282_NODE_167_length_3817_cov_17.008506_3	-	0,079	3,6	9,4	0,12	3	9,4	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1282_NODE_205_length_3605_cov_4.375775_1	-	0,00037	11,6	0,1	0,0011	10	0	1,6	1	1	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1323_NODE_2356_length_981_cov_1.618790_3	-	0,00031	11,7	9,5	0,00035	11,6	9,5	1,3	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1323_NODE_2605_length_939_cov_1.489819_1	-	0,013	6,3	13	0,02	5,8	13	1,3	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1324_NODE_1_length_3555_cov_13.955143_1	-	1,30E-11	35,9	0	2,50E-11	35	0	1,4	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1324_NODE_1_length_3555_cov_13.955143_2	-	2,30E-122	402,4	16,2	2,80E-122	402,1	16,2	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1334_NODE_109_length_2941_cov_47.068954_5	-	0,00012	13,2	6,3	0,00013	13	6,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1334_NODE_166_length_2634_cov_27.756495_3	-	0,00027	11,9	4,7	0,0004	11,4	4,7	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1334_NODE_167_length_2632_cov_54.848273_2	-	0,36	1,6	11,8	0,0071	7,2	3,4	1,9	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1334_NODE_215_length_2438_cov_18.376416_1	-	0,045	4,4	22,8	0,067	3,8	22,8	1,4	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1334_NODE_260_length_2290_cov_47.663087_1	-	0,00012	12,6	8,4	0,00017	12,1	8,4	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1334_NODE_357_length_2073_cov_10.258176_1	-	7,4	-2,8	43,4	0,0013	9,6	10,2	3,1	3	0	0	3	3	3	0	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1018_NODE_423_length_2345_cov_2.799563_2	-	1,2	-0,2	17,7	1,8	-0,7	17,7	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1018_NODE_434_length_2316_cov_3.002654_1	-	7	-2,9	32	0,016	5,9	19,2	1,9	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1018_NODE_616_length_2062_cov_2.381664_1	-	0,035	4,6	12,2	0,052	4,1	12,2	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1018_NODE_833_length_1864_cov_3.046434_4	-	0,043	4,5	17,3	0,091	3,4	17,3	1,4	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1018_NODE_983_length_1754_cov_1.981754_1	-	0,11	3,2	27,3	0,023	5,5	17,4	2,1	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1018_NODE_1003_length_1744_cov_1.995856_1	-	0,094	3,3	16,1	0,13	2,8	16,1	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1018_NODE_1431_length_1502_cov_14.727713_1	-	0,18	2,2	8,6	0,25	1,7	8,6	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta	-	F1018_NODE_1777_length_1358_cov_2.671527_1	-	0,075	3,9	16,9	0,13	3,2	16,9	1,3	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1018_NODE_2430_length_1152_cov_3.594348_1	-	0,0012	9,5	6,5	0,0015	9,1	6,5	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta	-	F1018_NODE_2638_length_1095_cov_1.793269_1	-	0,00054	11	1,3	0,00056	10,9	1,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1481_NODE_1779_length_1116_cov_5.187559_1	-	0,0011	10	17,7	0,0013	9,7	17,7	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1481_NODE_3741_length_734_cov_6.248895_1	-	5	-2,4	14,1	8,7	-3,2	14,1	1,5	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1484_NODE_54_length_2792_cov_4.601388_1	-	1,80E-95	313,4	0	2,70E-95	312,8	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1486_NODE_8_length_6793_cov_9.764619_2	-	1,10E-67	221,6	13	1,10E-67	221,6	13	2,5	1	1	1	3	3	3	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta	-	F1356_NODE_1820_length_1806_cov_4.340948_1	-	7,7	-2,7	17,2	11	-3,3	17,2	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1356_NODE_2099_length_1714_cov_2.831826_1	-	0,29	1,5	22,3	0,053	4	3,5	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta	-	F1567_NODE_686_length_1986_cov_28.458830_2	-	0,01	6,7	5,3	0,00079	10,4	0,8	1,3	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1567_NODE_688_length_1986_cov_3.056965_5	-	0,19	2,3	9,1	0,35	1,4	9,1	1,4	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1567_NODE_757_length_1947_cov_5.301268_1	-	0,0061	7,3	23,5	0,009	6,7	23,5	1,4	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1567_NODE_924_length_1839_cov_3.221413_2	-	0,29	1,9	40	0,33	1,7	40	1,1	1	0	0	1	1	1	0	-
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1567_NODE_1163_length_1704_cov_1.526380_2	-	0,00045	11	0	0,00058	10,6	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1567_NODE_1627_length_1491_cov_2.474234_1	-	0,62	0,8	27,7	0,82	0,4	27,7	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1467_NODE_778_length_945_cov_4.625843_1	-	6,5	-2,7	25,4	0,14	2,8	17,7	1,9	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1467_NODE_1099_length_747_cov_2.852601_2	-	0,00041	10,7	0	0,00055	10,3	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1468_NODE_109_length_1598_cov_6.565133_1	-	0,019	5,7	6,3	0,024	5,3	6,3	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1468_NODE_590_length_911_cov_55.494159_2	-	3,3	-1,8	12,8	3,8	-2	12,8	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1185_NODE_6795_length_746_cov_5.221418_1	-	0,00044	11,2	3,6	0,00048	11,1	3,6	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1185_NODE_7932_length_679_cov_6.379808_1	-	0,0032	8,4	9,4	0,0038	8,2	9,4	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1185_NODE_7940_length_679_cov_2.660256_2	-	0,0022	8,4	11,3	0,0022	8,4	11,3	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	-	F1186_NODE_10_length_7325_cov_98.964924_2	-	2,00E-100	329,6	12,1	2,60E-100	329,2	12,1	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1186_NODE_72_length_4450_cov_9.111490_1	-	0,096	3,2	18,2	0,17	2,4	18,2	1,3	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1186_NODE_112_length_4082_cov_4.080209_4	-	0,013	6,4	15,9	0,016	6,1	15,9	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1186_NODE_144_length_3864_cov_10.542662_3	-	8	-3,1	16,2	0,12	3	2,3	2,4	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1591_NODE_6478_length_614_cov_1.806798_1	-	0,029	5	8,4	0,032	4,8	8,4	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1592_NODE_31_length_3190_cov_22.885486_2	-	0,00017	12,6	10,5	9,50E-05	13,4	7,1	1,9	2	0	0	2	2	2	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1592_NODE_1884_length_1027_cov_2.839506_1	-	0,92	0,1	16,6	0,4	1,3	14,4	1,4	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1592_NODE_1918_length_1017_cov_3.765073_1	-	0,055	4,3	9,6	0,064	4,1	9,6	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1592_NODE_3982_length_703_cov_2.671296_1	-	0,00037	10,9	0	0,0005	10,4	0	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1592_NODE_4340_length_668_cov_1.874388_1	-	2,4	-1,1	14,5	2,8	-1,3	14,5	1,1	1	0	0	1	1	1	0	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1594_NODE_43_length_3494_cov_6.197150_2	-	6,00E-05	13,7	0,1	0,00012	12,7	0	1,5	2	0	0	2	2	2	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1102_NODE_2372_length_1470_cov_2.010601_1	-	0,084	3,7	21	0,11	3,3	21	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1102_NODE_2380_length_1468_cov_3.050248_1	-	7,5	-3	26,1	0,4	1,2	20,7	1,5	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1102_NODE_2416_length_1458_cov_3.081254_4	-	0,15	2,3	21,7	0,2	2	21,7	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta	-	F1102_NODE_3663_length_1177_cov_13.074866_1	-	1,2	-0,1	14,7	1,8	-0,7	14,7	1,3	1	0	0	1	1	1	0	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_12989_length_632_cov_1.173310_1	-	0,0003	11,4	0	0,00035	11,1	0	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1194_NODE_13184_length_625_cov_3.059649_1	-	0,099	3,4	31,2	0,12	3,1	31,2	1,2	1	0	0	1	1	1	0	-
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_13198_length_625_cov_1.433333_1	-	0,00017	12,5	0	0,00018	12,4	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1195_NODE_787_length_642_cov_29.681431_1	-	0,74	0,6	20,6	0,93	0,2	20,6	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta	-	F1196_NODE_141_length_3100_cov_3.440722_1	-	0,37	1,6	20,6	0,054	4,3	11,6	2,1	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1196_NODE_170_length_2932_cov_6.924574_2	-	0,27	1,8	11,6	0,48	1	11,6	1,3	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	-	F1207_NODE_5597_length_1133_cov_3.595547_2	-	0,015	5,9	15,7	0,017	5,7	15,7	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1207_NODE_6379_length_1040_cov_2.198985_1	-	0,97	0,1	21,1	1,3	-0,3	21,1	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_1135.Palmdb.0.4.fasta	-	F1207_NODE_6389_length_1038_cov_2.545270_1	-	0,0014	9,1	3,9	0,002	8,6	3,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1207_NODE_6596_length_1017_cov_2.955301_1	-	0,099	3	40,3	0,12	2,6	40,3	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1207_NODE_7641_length_928_cov_1.195876_1	-	0,095	3,2	32,6	0,13	2,8	32,6	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1207_NODE_7686_length_924_cov_3.004603_1	-	7,9	-3	19,1	4,1	-2,1	16,6	1,4	1	1	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1207_NODE_9216_length_810_cov_1.998675_1	-	0,33	1,5	18	0,52	0,8	18	1,2	1	0	0	1	1	1	0	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_1_length_6837_cov_6.338543_2	-	9,70E-05	13,1	0,4	0,00021	11,9	0,3	1,5	1	1	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_6_length_5628_cov_6.063879_3	-	0,0014	9,2	3,5	0,002	8,7	2,3	1,7	1	1	1	2	2	2	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_24_length_3811_cov_2.923056_1	-	1,00E-05	16,3	1,5	1,10E-05	16,2	0,2	1,7	2	0	0	2	2	2	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_76_length_2974_cov_3.448784_2	-	4,70E-05	14	0,1	7,30E-05	13,4	0,1	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1004_NODE_627_length_1767_cov_2.565421_2	-	0,00015	12,7	0	0,00017	12,5	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1004_NODE_2378_length_1152_cov_2.756609_1	-	3,40E-65	213,2	1	4,30E-65	212,9	1	1	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_6758_length_722_cov_0.874063_1	-	7,50E-05	13,3	0	9,50E-05	13	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1005_NODE_22_length_4876_cov_8.921178_2	-	3,3	-1,8	25,3	0,14	2,7	14,9	2,3	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1005_NODE_29_length_4679_cov_2.567907_2	-	5,8	-2,9	34,7	0,022	5,1	11,8	2,4	3	0	0	3	3	3	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1205_NODE_6345_length_1045_cov_11.712121_1	-	7,30E-06	16,9	27,7	7,90E-06	16,8	27,7	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1205_NODE_9214_length_820_cov_2.322876_1	-	6,40E-05	14	7,1	7,40E-05	13,8	7,1	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1205_NODE_9331_length_814_cov_1.262187_1	-	0,32	1,8	13	0,4	1,5	13	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1205_NODE_9729_length_789_cov_3.531335_2	-	0,034	4,8	12,7	0,039	4,6	12,7	1	1	0	0	1	1	1	0	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1205_NODE_10441_length_751_cov_1.067529_1	-	6,00E-05	13,7	0	8,00E-05	13,3	0	1,1	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1205_NODE_11291_length_708_cov_1.788668_1	-	0,00031	11,3	0	0,0004	11	0	1,1	1	0	0	1	1	1	1	-
