vir_group	vir_sp_seq_ID_v2	phylo_virus_species	contig_ID	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
Reoviridae	Ficircumes_virus_F1611C5F1611	Ficircumes_virus	F1611_NODE_5_length_4584_cov_2369.060057	F1611_NODE_5_length_4584_cov_2369.060057_F1611_MapVerif_F1611_detect_F1611_round2_F1611_round3_frame1_1	C5	F1611	F1611	phylogenetically related, not high enough RdRp similarity: ~28% aa	_	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	dsRNA	segmented	Resentoviricetes	3	15	Culex
Iflaviridae	Dunhowed_virus_F1611C1F1611	Dunhowed_virus	F1611_NODE_1_length_8792_cov_16.197093	F1611_NODE_1_length_8792_cov_16.197093_F1611_MapVerif_F1611_detect_F1611_round2_F1611_round3_frame3_1	C1	F1611	F1611	phylogenetically related, not high enough structural part similarity: ~30-32% aa (28-30% full polyprotein) with Perina nuda virus or Diamondback moth iflavirus or Spodoptera_exigua_iflavirus_2_AHX00961.1	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Pisuviricota	6	15	Culex
Iflaviridae	Dunhowed_virus_F1611C1F1612	Dunhowed_virus	F1611_NODE_1_length_8792_cov_16.197093	F1611_NODE_1_length_8792_cov_16.197093_F1611_MapVerif_F1612_detect_F1612_round2_F1612_round3_frame3_1	C1	F1611	F1612	phylogenetically related, not high enough structural part similarity: ~30-32% aa (28-30% full polyprotein) with Perina nuda virus or Diamondback moth iflavirus or Spodoptera_exigua_iflavirus_2_AHX00961.1	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Pisuviricota	6	15	Culex
Narnaviridae	Plasmopara_viticola_lesion_associated_narnavirus_11_F1322C126F1322	Plasmopara_viticola_lesion_associated_narnavirus_11	F1322_NODE_126_length_1586_cov_15.097322	F1322_NODE_126_length_1586_cov_15.097322_F1322_MapVerif_F1322_detect_F1322_round2_F1322_round3_frame1_1	C126	F1322	F1322	phylogenetically related, high RdRp similarity up to ~79% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	17	15	Culex
Botourmiaviridae	Codisteave_virus_F1585C2F1611	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345	F1585_NODE_2_length_2559_cov_71.784345_F1585_round2_F1611_detect_F1611_round2_F1611_round3_frame2_1	C2	F1585	F1611	phylogenetically related, not high enough RdRp aa similarity ~43%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	19	15	Culex
Botourmiaviridae	Colockles_virus_F1611C152F1611	Colockles_virus	F1611_NODE_152_length_2053_cov_3.285786	F1611_NODE_152_length_2053_cov_3.285786_F1611_round2_F1611_detect_F1611_round2_F1611_round3_frame2_1	C152	F1611	F1611	phylogenetically related, not high enough RdRp aa similarity ~59%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	19	15	Culex
Botourmiaviridae	Plasmopara_viticola_lesion_associated_ourmia_like_virus_3_F1611C77F1611	Plasmopara_viticola_lesion_associated_ourmia_like_virus_3	F1611_NODE_77_length_2429_cov_31.769166	F1611_NODE_77_length_2429_cov_31.769166_F1611_round2_F1611_detect_F1611_round2_F1611_round3_frame1_1	C77	F1611	F1611	phylogenetically related, high RdRp aa similarity ~89%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	19	15	Culex
Phasmaviridae	Cavaretrus_virus_F1611C2F1611	Cavaretrus_virus	F1611_NODE_2_length_7571_cov_651.122672	F1611_NODE_2_length_7571_cov_651.122672_F1611_MapVerif_F1611_detect_F1611_round2_F1611_round3_frame2_1	C2	F1611	F1611	phylogenetically related, not high enough RdRp aa similarity ~35%	closest to MAG: RNA-dependent RNA polymerase [Sanya sesamia inferens phasmavirus 1] coming from a moth. Novel sequences are coming from Culex with unclear species, so will use the location of the first collection.	Seksork_Culex_phasmavirus_1	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(-)ssRNA	segmented	Bunyavirales	24	15	Culex
Botourmiaviridae	Cludgened_virus_F1257C34F1257	Cludgened_virus	F1257_NODE_34_length_2521_cov_73.984590	F1257_NODE_34_length_2521_cov_73.984590_F1257_round2_F1257_detect_F1257_round2_F1257_round3_frame2_1	C34	F1257	F1257	phylogenetically related, not high enough RdRp aa similarity ~49%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex cinctellus	mixed, only 2 samples	Culex sp cinctellus or quinquefasciatus	_	cluster16	(+)ssRNA	non-segmented	Lenarviricota	19	16	Culex
Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1425	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1425_detect_F1425_round2_F1425_round3_frame1_1	C12	F1427	F1425	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1427	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1427_detect_F1427_round2_F1427_round3_frame1_1	C12	F1427	F1427	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1431	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1431_detect_F1431_round2_F1431_round3_frame1_1	C12	F1427	F1431	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
Reoviridae	Hubei_reo_like_virus_7_F1429C41F1429	Hubei_reo_like_virus_7	F1429_NODE_41_length_3715_cov_163.154918	F1429_NODE_41_length_3715_cov_163.154918_F1429_MapVerif_F1429_detect_F1429_round2_F1429_round3_frame2_1	C41	F1429	F1429	phylogenetically related, high RdRp similarity: ~98% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Resentoviricetes	3	17	Culex
Dicistroviridae	Freiandnes_virus_F1429C5F1429	Freiandnes_virus	F1429_NODE_5_length_7904_cov_47.608613	F1429_NODE_5_length_7904_cov_47.608613_F1429_MapVerif_F1429_detect_F1429_round2_F1429_round3_frame3_1	C5	F1429	F1429	phylogenetically related, not high enough RdRp similarity: ~69% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Pisuviricota	7	17	Culex
Dicistroviridae	Furrupy_virus_F1429C9F1429	Furrupy_virus	F1429_NODE_9_length_6621_cov_210.512641	F1429_NODE_9_length_6621_cov_210.512641_F1429_MapVerif_F1429_detect_F1429_round2_F1429_round3_frame1_1	C9	F1429	F1429	phylogenetically related, not high enough RdRp similarity: ~56% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Pisuviricota	7	17	Culex
Mesoniviridae	Nam_Dinh_virus_F1576C2C25945C25414C25622C8C26117C15F1576	Nam_Dinh_virus	F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera	F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera_F1576_MapVerif_F1576_detect_frame_2and3	C2C25945C25414C25622C8C26117C15	F1576	F1576	phylogenetically related, high RdRp aa similarity ~99%	There's also Odorna virus, but it is definitely a synonym and it was published much later, so using the older name	Nam_Dinh_virus	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Pisuviricota	9	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1428	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1428_detect_F1428_round2_F1428_round3_frame3_1	C1	F1113	F1428	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1432	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1432_detect_F1432_round2_F1432_round3_frame3_1	C1	F1113	F1432	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1433	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1433_detect_F1433_round2_F1433_round3_frame2_1	C1	F1113	F1433	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1113	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1113_detect_F1113_round2_F1113_round3_frame2_1	C1	F1120	F1113	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1118	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1118_detect_F1118_round2_F1118_round3_frame2_1	C1	F1120	F1118	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1119	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1119_detect_F1119_round2_F1119_round3_frame2_1	C1	F1120	F1119	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1120	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1120_detect_F1120_round2_F1120_round3_frame2_1	C1	F1120	F1120	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1125	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1125_detect_F1125_round2_F1125_round3_frame2_1	C1	F1120	F1125	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1422	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1422_detect_F1422_round2_F1422_round3_frame2_1	C1	F1120	F1422	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1426	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1426_detect_F1426_round2_F1426_round3_frame2_1	C1	F1120	F1426	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Virgaviridae	Hubei_virga_like_virus_2_F1120C1F1581	Hubei_virga_like_virus_2	F1120_NODE_1_length_11041_cov_142.104315	F1120_NODE_1_length_11041_cov_142.104315_F1120_MapVerif_F1581_detect_F1581_round2_F1581_round3_frame2_1	C1	F1120	F1581	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
Flaviviridae	Culex_flavivirus_F1432C5F1432	Culex_flavivirus	F1432_NODE_5_length_10841_cov_303.479974	F1432_NODE_5_length_10841_cov_303.479974_F1432_MapVerif_F1432_detect_F1432_r2_frame3	C5	F1432	F1432	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Culex_flavivirus	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	14	17	Culex
Flaviviridae	Culex_flavivirus_F1432C5F1433	Culex_flavivirus	F1432_NODE_5_length_10841_cov_303.479974	F1432_NODE_5_length_10841_cov_303.479974_F1432_MapVerif_F1433_detect_F1433_r2_frame3	C5	F1432	F1433	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Culex_flavivirus	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	14	17	Culex
Narnaviridae	Hubei_narna_like_virus_17_F1120C57F1120	Hubei_narna_like_virus_17	F1120_NODE_57_length_2277_cov_3.948245	F1120_NODE_57_length_2277_cov_3.948245_F1120_MapVerif_F1120_detect_F1120_round2_F1120_round3_frame1_1	C57	F1120	F1120	phylogenetically related, high RdRp similarity up to ~74-75% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Lenarviricota	17	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1040	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1040_detect_F1040_round2_F1040_round3_frame2_1	C1	F1429	F1040	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1112	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1112_detect_F1112_round2_F1112_round3_frame2_1	C1	F1429	F1112	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1113	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1113_detect_F1113_round2_F1113_round3_frame2_1	C1	F1429	F1113	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1114	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1114_detect_F1114_round2_F1114_round3_frame1_1	C1	F1429	F1114	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1115	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1115_detect_F1115_round2_F1115_round3_frame2_1	C1	F1429	F1115	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1118	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1118_detect_F1118_round2_F1118_round3_frame2_1	C1	F1429	F1118	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1119	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1119_detect_F1119_round2_F1119_round3_frame3_1	C1	F1429	F1119	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1120	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1120_detect_F1120_round2_F1120_round3_frame3_1	C1	F1429	F1120	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1121	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1121_detect_F1121_round2_F1121_round3_frame2_1	C1	F1429	F1121	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1123	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1123_detect_F1123_round2_F1123_round3_frame3_1	C1	F1429	F1123	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1124	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1124_detect_F1124_round2_F1124_round3_frame2_1	C1	F1429	F1124	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1125	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1125_detect_F1125_round2_F1125_round3_frame2_1	C1	F1429	F1125	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1126	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1126_detect_F1126_round2_F1126_round3_frame2_1	C1	F1429	F1126	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1419	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1419_detect_F1419_round2_F1419_round3_frame2_1	C1	F1429	F1419	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1420	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1420_detect_F1420_round2_F1420_round3_frame2_1	C1	F1429	F1420	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1422	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1422_detect_F1422_round2_F1422_round3_frame2_1	C1	F1429	F1422	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1423	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1423_detect_F1423_round2_F1423_round3_frame2_1	C1	F1429	F1423	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1425	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1425_detect_F1425_round2_F1425_round3_frame2_1	C1	F1429	F1425	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
