target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target	contig_id	taxon	orf_start	orf_end	orf_sense	orf_len_nt	contig_id_node
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1564_NODE_4141_length_1001_cov_2.964059_1	-	0.0015	9.5	8.5	0.0018	9.2	8.5	11	1	0	0	1	1	1	1	-	F1564_NODE_4141_length_1001_cov_2.964059	NA	3	959	FORWARD	956	F1564_NODE_4141
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1564_NODE_4744_length_914_cov_1.289872_1	-	0.00043	11.1	0.3	0.00079	10.2	0.3	14	1	0	0	1	1	1	1	-	F1564_NODE_4744_length_914_cov_1.289872	NA	912	1	REVERSE	911	F1564_NODE_4744
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1367_NODE_745_length_1279_cov_3.495098_1	-	1.5e-12	39.3	0	1.8e-12	39.1	0	11	1	0	0	1	1	1	1	-	F1367_NODE_745_length_1279_cov_3.495098	Wolframvirales	2	1279	FORWARD	1277	F1367_NODE_745
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1367_NODE_829_length_1224_cov_4.211292_1	-	0.00024	12.2	0.2	0.00028	12	0.2	1	1	0	0	1	1	1	1	-	F1367_NODE_829_length_1224_cov_4.211292	Wolframvirales	58	1224	FORWARD	1166	F1367_NODE_829
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1366_NODE_834_length_2340_cov_2.683151_2	-	3.8e-06	18.1	14.5	5e-06	17.8	14.5	11	1	0	0	1	1	1	1	-	F1366_NODE_834_length_2340_cov_2.683151	Wolframvirales	2339	300	REVERSE	2039	F1366_NODE_834
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1366_NODE_1344_length_1958_cov_2.581713_1	-	0.0065	6.9	21	0.0094	6.4	13.6	2	2	0	0	2	2	2	2	-	F1366_NODE_1344_length_1958_cov_2.581713	Picornavirales	1958	474	REVERSE	1484	F1366_NODE_1344
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1366_NODE_2161_length_1614_cov_1.741501_4	-	0.009	7.1	24.4	0.014	6.5	24.4	12	1	0	0	1	1	1	1	-	F1366_NODE_2161_length_1614_cov_1.741501	Durnavirales	1171	269	REVERSE	902	F1366_NODE_2161
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1366_NODE_2531_length_1517_cov_3.767442_3	-	0.00037	11.5	17.1	0.00047	11.1	17.1	12	1	0	0	1	1	1	1	-	F1366_NODE_2531_length_1517_cov_3.767442	Cryppavirales	1516	2	REVERSE	1514	F1366_NODE_2531
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1165_NODE_1025_length_1037_cov_1.763747_1	-	0.00014	12.6	1.5	0.00021	11.9	1.5	13	1	1	0	1	1	1	1	-	F1165_NODE_1025_length_1037_cov_1.763747	Pisuviricota	1036	2	REVERSE	1034	F1165_NODE_1025
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1168_NODE_3_length_4269_cov_1634.693878_1	-	3.9e-44	143.4	8	3.9e-44	143.4	8	2	2	0	0	2	2	2	1	-	F1168_NODE_3_length_4269_cov_1634.693878	Reovirales	4267	107	REVERSE	4160	F1168_NODE_3
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1168_NODE_53_length_1796_cov_48.662837_1	-	7.9e-109	357.5	0	9.8e-109	357.2	0	1	1	0	0	1	1	1	1	-	F1168_NODE_53_length_1796_cov_48.662837	Durnavirales	3	1745	FORWARD	1742	F1168_NODE_53
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1171_NODE_65_length_1930_cov_6.726400_1	-	9e-04	10.4	23.3	0.001	10.3	23.3	11	1	0	0	1	1	1	1	-	F1171_NODE_65_length_1930_cov_6.726400	Durnavirales	1928	693	REVERSE	1235	F1171_NODE_65
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1172_NODE_144_length_2542_cov_1.231604_1	-	5.2e-39	126.8	10.9	5.2e-39	126.8	10.9	22	2	2	0	2	2	2	1	-	F1172_NODE_144_length_2542_cov_1.231604	Ellioviricetes	1	2487	FORWARD	2486	F1172_NODE_144
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1356_NODE_5047_length_1164_cov_1.915239_1	-	0.0011	10	39	0.0014	9.7	39	1	1	0	0	1	1	1	1	-	F1356_NODE_5047_length_1164_cov_1.915239	Wolframvirales	1	933	FORWARD	932	F1356_NODE_5047
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1356_NODE_5167_length_1149_cov_1.437843_1	-	0.00052	10.6	0.1	0.0011	9.6	0.1	13	1	1	0	1	1	1	1	-	F1356_NODE_5167_length_1149_cov_1.437843	Pisuviricota	200	1147	FORWARD	947	F1356_NODE_5167
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1127_NODE_300_length_3117_cov_993.590790_2	-	1.3e-105	347	7.5	1.8e-105	346.6	7.5	1	1	0	0	1	1	1	1	-	F1127_NODE_300_length_3117_cov_993.590790	Sobelivirales	1509	76	REVERSE	1433	F1127_NODE_300
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1127_NODE_479_length_2759_cov_2.678994_1	-	0.0085	6.7	11.5	0.011	6.4	11.5	11	1	0	0	1	1	1	1	-	F1127_NODE_479_length_2759_cov_2.678994	NA	2649	1366	REVERSE	1283	F1127_NODE_479
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1497_NODE_652_length_1257_cov_4.667221_1	-	1.8e-05	15.4	1.1	2.5e-05	15	1.1	11	1	0	0	1	1	1	1	-	F1497_NODE_652_length_1257_cov_4.667221	Negarnaviricota	2	1255	FORWARD	1253	F1497_NODE_652
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1049_NODE_492_length_1921_cov_1353.998392_1	-	3.6e-44	143.8	0	4e-44	143.6	0	12	1	0	0	1	1	1	1	-	F1049_NODE_492_length_1921_cov_1353.998392	Wolframvirales	2	1921	FORWARD	1919	F1049_NODE_492
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1033_NODE_714_length_1388_cov_3.791448_3	-	0.0071	7.2	6.3	0.01	6.8	6.3	12	1	0	0	1	1	1	1	-	F1033_NODE_714_length_1388_cov_3.791448	NA	1388	261	REVERSE	1127	F1033_NODE_714
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1406_NODE_377_length_2110_cov_3.906083_2	-	0.00067	10.5	0	0.00098	10	0	12	1	0	0	1	1	1	1	-	F1406_NODE_377_length_2110_cov_3.906083	Amarillovirales	106	1908	FORWARD	1802	F1406_NODE_377
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1406_NODE_698_length_1766_cov_15.093513_2	-	0.0021	8.9	4.9	0.0035	8.2	4.9	13	1	0	0	1	1	1	1	-	F1406_NODE_698_length_1766_cov_15.093513	Sobelivirales	1764	580	REVERSE	1184	F1406_NODE_698
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1406_NODE_1092_length_1525_cov_3.993878_1	-	0.00028	11.5	0.1	0.00034	11.2	0.1	11	1	0	0	1	1	1	1	-	F1406_NODE_1092_length_1525_cov_3.993878	Pisuviricota	214	1524	FORWARD	1310	F1406_NODE_1092
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1406_NODE_3249_length_985_cov_2.412903_1	-	5.8e-05	14	1.4	7.6e-05	13.7	1.4	11	1	0	0	1	1	1	1	-	F1406_NODE_3249_length_985_cov_2.412903	Amarillovirales	985	2	REVERSE	983	F1406_NODE_3249
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1019_NODE_753_length_2446_cov_43.823923_1	-	1.1e-185	611.1	0	1.4e-185	610.8	0	1	1	0	0	1	1	1	1	-	F1019_NODE_753_length_2446_cov_43.823923	Insthoviricetes	2444	60	REVERSE	2384	F1019_NODE_753
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta	-	F1360_NODE_193_length_4045_cov_6.566917_2	-	0.00037	11.4	17	0.00044	11.2	17	11	1	0	0	1	1	1	1	-	F1360_NODE_193_length_4045_cov_6.566917	NA	2939	1983	REVERSE	956	F1360_NODE_193
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1187_NODE_707_length_2341_cov_2.520560_1	-	9.4e-05	13	0.1	0.00015	12.4	0.1	12	1	0	0	1	1	1	1	-	F1187_NODE_707_length_2341_cov_2.520560	Duplornaviricota	2340	1246	REVERSE	1094	F1187_NODE_707
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1201_NODE_6260_length_1099_cov_2.657088_1	-	0.00014	12.4	27.8	0.00017	12.1	27.8	1	1	0	0	1	1	1	1	-	F1201_NODE_6260_length_1099_cov_2.657088	Picornavirales	1	1098	FORWARD	1097	F1201_NODE_6260
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1194_NODE_366_length_3000_cov_3.094737_2	-	0.00053	10.5	23	0.00086	9.8	23	13	1	0	0	1	1	1	1	-	F1194_NODE_366_length_3000_cov_3.094737	Picornavirales	3	2798	FORWARD	2795	F1194_NODE_366
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_796_length_2338_cov_1.868594_1	-	2e-04	12	0.4	0.0021	8.7	0	22	1	1	1	3	3	3	1	-	F1194_NODE_796_length_2338_cov_1.868594	Pisuviricota	2	2338	FORWARD	2336	F1194_NODE_796
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_834_length_2303_cov_2.588523_2	-	2e-05	15.3	0	2.9e-05	14.7	0	11	1	0	0	1	1	1	1	-	F1194_NODE_834_length_2303_cov_2.588523	Duplornaviricota	896	2302	FORWARD	1406	F1194_NODE_834
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1504_NODE_1540_length_2285_cov_3.209865_1	-	0.00061	10.8	13.9	0.00081	10.4	13.9	12	1	0	0	1	1	1	1	-	F1504_NODE_1540_length_2285_cov_3.209865	Cryppavirales	916	2127	FORWARD	1211	F1504_NODE_1540
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1504_NODE_1589_length_2254_cov_10.075034_1	-	3e-04	11.8	18.3	0.00042	11.3	18.3	12	1	0	0	1	1	1	1	-	F1504_NODE_1589_length_2254_cov_10.075034	NA	203	2254	FORWARD	2051	F1504_NODE_1589
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1504_NODE_2186_length_1925_cov_5.330481_3	-	1.3e-06	19.3	22	1.8e-06	18.8	22	11	1	0	0	1	1	1	1	-	F1504_NODE_2186_length_1925_cov_5.330481	Reovirales	1821	214	REVERSE	1607	F1504_NODE_2186
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1608_NODE_1530_length_1260_cov_1.751867_1	-	0.00013	12.8	0.5	0.00038	11.2	0.1	18	2	0	0	2	2	2	1	-	F1608_NODE_1530_length_1260_cov_1.751867	Kitrinoviricota	2	1258	FORWARD	1256	F1608_NODE_1530
ALL_FINAL_RdRp_cores_0.3.clstr_441.Palmdb.0.4.fasta	-	F1143_NODE_3582_length_1247_cov_2.269295_2	-	0.00051	10.7	0.3	0.00068	10.3	0.3	11	1	0	0	1	1	1	1	-	F1143_NODE_3582_length_1247_cov_2.269295	NA	1247	3	REVERSE	1244	F1143_NODE_3582
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1143_NODE_3681_length_1233_cov_1.691851_1	-	2e-04	12.2	0	0.00022	12.1	0	11	1	0	0	1	1	1	1	-	F1143_NODE_3681_length_1233_cov_1.691851	Lenarviricota	3	1232	FORWARD	1229	F1143_NODE_3681
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1143_NODE_3796_length_1211_cov_4.083910_3	-	0.00067	10.4	9.5	0.00086	10.1	9.5	1	1	0	0	1	1	1	1	-	F1143_NODE_3796_length_1211_cov_4.083910	Tolivirales	1106	15	REVERSE	1091	F1143_NODE_3796
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1282_NODE_17_length_6964_cov_5.171515_3	-	9.8e-05	13	0.6	0.00021	11.9	0.4	16	1	1	0	1	1	1	1	-	F1282_NODE_17_length_6964_cov_5.171515	Pisuviricota	3512	3	REVERSE	3509	F1282_NODE_17
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1282_NODE_205_length_3605_cov_4.375775_1	-	0.00037	11.6	0.1	0.0011	10	0	16	1	1	0	1	1	1	1	-	F1282_NODE_205_length_3605_cov_4.375775	Wolframvirales	2	3604	FORWARD	3602	F1282_NODE_205
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1323_NODE_2356_length_981_cov_1.618790_3	-	0.00031	11.7	9.5	0.00035	11.6	9.5	13	1	0	0	1	1	1	1	-	F1323_NODE_2356_length_981_cov_1.618790	NA	3	980	FORWARD	977	F1323_NODE_2356
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1324_NODE_1_length_3555_cov_13.955143_1	-	1.3e-11	35.9	0	2.5e-11	35	0	14	1	0	0	1	1	1	1	-	F1324_NODE_1_length_3555_cov_13.955143	Martellivirales	3554	2145	REVERSE	1409	F1324_NODE_1
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1324_NODE_1_length_3555_cov_13.955143_2	-	2.3e-122	402.4	16.2	2.8e-122	402.1	16.2	1	1	0	0	1	1	1	1	-	F1324_NODE_1_length_3555_cov_13.955143	Martellivirales	2141	966	REVERSE	1175	F1324_NODE_1
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1334_NODE_109_length_2941_cov_47.068954_5	-	0.00012	13.2	6.3	0.00013	13	6.3	11	1	0	0	1	1	1	1	-	F1334_NODE_109_length_2941_cov_47.068954	Cryppavirales	943	2	REVERSE	941	F1334_NODE_109
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1334_NODE_166_length_2634_cov_27.756495_3	-	0.00027	11.9	4.7	4e-04	11.4	4.7	12	1	0	0	1	1	1	1	-	F1334_NODE_166_length_2634_cov_27.756495	Cryppavirales	2633	3	REVERSE	2630	F1334_NODE_166
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1334_NODE_260_length_2290_cov_47.663087_1	-	0.00012	12.6	8.4	0.00017	12.1	8.4	12	1	0	0	1	1	1	1	-	F1334_NODE_260_length_2290_cov_47.663087	Picornavirales	2010	478	REVERSE	1532	F1334_NODE_260
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1018_NODE_2430_length_1152_cov_3.594348_1	-	0.0012	9.5	6.5	0.0015	9.1	6.5	1	1	0	0	1	1	1	1	-	F1018_NODE_2430_length_1152_cov_3.594348	Monjiviricetes	2	1150	FORWARD	1148	F1018_NODE_2430
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta	-	F1018_NODE_2638_length_1095_cov_1.793269_1	-	0.00054	11	1.3	0.00056	10.9	1.3	11	1	0	0	1	1	1	1	-	F1018_NODE_2638_length_1095_cov_1.793269	NA	130	1095	FORWARD	965	F1018_NODE_2638
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1481_NODE_1779_length_1116_cov_5.187559_1	-	0.0011	10	17.7	0.0013	9.7	17.7	1	1	0	0	1	1	1	1	-	F1481_NODE_1779_length_1116_cov_5.187559	Cryppavirales	1115	138	REVERSE	977	F1481_NODE_1779
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1567_NODE_757_length_1947_cov_5.301268_1	-	0.0061	7.3	23.5	0.009	6.7	23.5	14	1	0	0	1	1	1	1	-	F1567_NODE_757_length_1947_cov_5.301268	NA	3	1505	FORWARD	1502	F1567_NODE_757
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1567_NODE_1163_length_1704_cov_1.526380_2	-	0.00045	11	0	0.00058	10.6	0	11	1	0	0	1	1	1	1	-	F1567_NODE_1163_length_1704_cov_1.526380	Kitrinoviricota	904	2	REVERSE	902	F1567_NODE_1163
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1592_NODE_31_length_3190_cov_22.885486_2	-	0.00017	12.6	10.5	9.5e-05	13.4	7.1	19	2	0	0	2	2	2	1	-	F1592_NODE_31_length_3190_cov_22.885486	Cryppavirales	214	2775	FORWARD	2561	F1592_NODE_31
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1594_NODE_43_length_3494_cov_6.197150_2	-	6e-05	13.7	0.1	0.00012	12.7	0	15	2	0	0	2	2	2	1	-	F1594_NODE_43_length_3494_cov_6.197150	Duplornaviricota	2452	2	REVERSE	2450	F1594_NODE_43
ALL_FINAL_RdRp_cores_0.3.clstr_1135.Palmdb.0.4.fasta	-	F1207_NODE_6389_length_1038_cov_2.545270_1	-	0.0014	9.1	3.9	0.002	8.6	3.9	11	1	0	0	1	1	1	1	-	F1207_NODE_6389_length_1038_cov_2.545270	NA	3	1037	FORWARD	1034	F1207_NODE_6389
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_1_length_6837_cov_6.338543_2	-	9.7e-05	13.1	0.4	0.00021	11.9	0.3	15	1	1	0	1	1	1	1	-	F1004_NODE_1_length_6837_cov_6.338543	Pisuviricota	2949	6623	FORWARD	3674	F1004_NODE_1
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_6_length_5628_cov_6.063879_3	-	0.0014	9.2	3.5	0.002	8.7	2.3	17	1	1	1	2	2	2	1	-	F1004_NODE_6_length_5628_cov_6.063879	Pisuviricota	2367	1	REVERSE	2366	F1004_NODE_6
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_24_length_3811_cov_2.923056_1	-	1e-05	16.3	1.5	1.1e-05	16.2	0.2	17	2	0	0	2	2	2	1	-	F1004_NODE_24_length_3811_cov_2.923056	Pisuviricota	3	2312	FORWARD	2309	F1004_NODE_24
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1004_NODE_76_length_2974_cov_3.448784_2	-	4.7e-05	14	0.1	7.3e-05	13.4	0.1	12	1	0	0	1	1	1	1	-	F1004_NODE_76_length_2974_cov_3.448784	Duplornaviricota	1509	2972	FORWARD	1463	F1004_NODE_76
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1004_NODE_627_length_1767_cov_2.565421_2	-	0.00015	12.7	0	0.00017	12.5	0	12	1	0	0	1	1	1	1	-	F1004_NODE_627_length_1767_cov_2.565421	Amarillovirales	1767	205	REVERSE	1562	F1004_NODE_627
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1004_NODE_2378_length_1152_cov_2.756609_1	-	3.4e-65	213.2	1	4.3e-65	212.9	1	1	1	0	0	1	1	1	1	-	F1004_NODE_2378_length_1152_cov_2.756609	Martellivirales	1150	155	REVERSE	995	F1004_NODE_2378
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1205_NODE_6345_length_1045_cov_11.712121_1	-	7.3e-06	16.9	27.7	7.9e-06	16.8	27.7	11	1	0	0	1	1	1	1	-	F1205_NODE_6345_length_1045_cov_11.712121	Ourlivirales	2	1045	FORWARD	1043	F1205_NODE_6345
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1565_NODE_2653_length_1399_cov_7.350446_3	-	0.0038	8.1	7.4	0.0047	7.8	7.4	11	1	0	0	1	1	1	1	-	F1565_NODE_2653_length_1399_cov_7.350446	NA	1047	1	REVERSE	1046	F1565_NODE_2653
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta	-	F1565_NODE_3499_length_1244_cov_2.280067_1	-	0.00075	10.2	0	0.0011	9.6	0	11	1	0	0	1	1	1	1	-	F1565_NODE_3499_length_1244_cov_2.280067	NA	1	1242	FORWARD	1241	F1565_NODE_3499
ALL_FINAL_RdRp_cores_0.3.clstr_441.Palmdb.0.4.fasta	-	F1111_NODE_129_length_2060_cov_10.154613_2	-	0.00064	10.4	0.3	0.00097	9.8	0.3	12	1	0	0	1	1	1	1	-	F1111_NODE_129_length_2060_cov_10.154613	NA	2058	64	REVERSE	1994	F1111_NODE_129
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1408_NODE_610_length_2161_cov_15.944444_3	-	0.0013	9.4	3.4	0.0017	9.1	3.4	1	1	0	0	1	1	1	1	-	F1408_NODE_610_length_2161_cov_15.944444	Ourlivirales	1942	275	REVERSE	1667	F1408_NODE_610
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1284_NODE_2_length_6515_cov_590.620743_1	-	2.6e-141	464.7	0	4.3e-141	464	0	12	1	0	0	1	1	1	1	-	F1284_NODE_2_length_6515_cov_590.620743	Monjiviricetes	2	4012	FORWARD	4010	F1284_NODE_2
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1203_NODE_1469_length_1660_cov_2.881620_2	-	5.5e-07	20.6	0	8.8e-07	19.9	0	14	1	0	0	1	1	1	1	-	F1203_NODE_1469_length_1660_cov_2.881620	Kitrinoviricota	1658	3	REVERSE	1655	F1203_NODE_1469
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1203_NODE_2665_length_1283_cov_16.068404_1	-	0.0014	9.4	3.9	0.002	8.9	3.9	13	1	0	0	1	1	1	1	-	F1203_NODE_2665_length_1283_cov_16.068404	Yunchangviricetes	1277	162	REVERSE	1115	F1203_NODE_2665
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1473_NODE_575_length_1962_cov_8.753015_1	-	9.7e-05	13.4	5.4	0.00013	13	5.4	12	1	0	0	1	1	1	1	-	F1473_NODE_575_length_1962_cov_8.753015	Cryppavirales	1960	464	REVERSE	1496	F1473_NODE_575
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1473_NODE_973_length_1580_cov_3.504918_1	-	2e-94	309.9	1.8	2.3e-94	309.7	1.8	1	1	0	0	1	1	1	1	-	F1473_NODE_973_length_1580_cov_3.504918	Ourlivirales	3	1334	FORWARD	1331	F1473_NODE_973
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1474_NODE_7_length_2458_cov_2.905951_2	-	0.0071	6.9	6.2	0.011	6.3	6.2	11	1	0	0	1	1	1	1	-	F1474_NODE_7_length_2458_cov_2.905951	Reovirales	2458	2	REVERSE	2456	F1474_NODE_7
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1196_NODE_4071_length_1042_cov_1.406282_1	-	1.9e-05	15.6	0	2.9e-05	15.1	0	13	1	0	0	1	1	1	1	-	F1196_NODE_4071_length_1042_cov_1.406282	Lenarviricota	1042	2	REVERSE	1040	F1196_NODE_4071
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1196_NODE_4083_length_1040_cov_1.617259_1	-	1.5e-05	15.9	1.1	1.5e-05	15.9	1.1	16	2	0	0	2	2	2	1	-	F1196_NODE_4083_length_1040_cov_1.617259	Ourlivirales	1039	2	REVERSE	1037	F1196_NODE_4083
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1471_NODE_1920_length_1644_cov_1.213971_2	-	0.00026	11.8	0	0.00034	11.4	0	12	1	0	0	1	1	1	1	-	F1471_NODE_1920_length_1644_cov_1.213971	Kitrinoviricota	730	1644	FORWARD	914	F1471_NODE_1920
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1471_NODE_2135_length_1568_cov_1.863847_1	-	7.2e-05	13.5	0.2	9.8e-05	13	0.2	12	1	0	0	1	1	1	1	-	F1471_NODE_2135_length_1568_cov_1.863847	Pisuviricota	1566	1	REVERSE	1565	F1471_NODE_2135
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1452_NODE_2_length_10284_cov_1155.393489_2	-	3.5e-123	404.8	0	3.5e-123	404.8	0	22	2	0	0	2	2	2	1	-	F1452_NODE_2_length_10284_cov_1155.393489	Picornavirales	9593	3561	REVERSE	6032	F1452_NODE_2
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1452_NODE_299_length_1829_cov_1.975761_2	-	6.7e-05	13.9	26.9	8.4e-05	13.5	26.9	1	1	0	0	1	1	1	1	-	F1452_NODE_299_length_1829_cov_1.975761	Sobelivirales	389	1645	FORWARD	1256	F1452_NODE_299
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1452_NODE_892_length_1271_cov_1.785362_1	-	2e-04	12.2	0	2e-04	12.2	0	12	1	0	0	1	1	1	1	-	F1452_NODE_892_length_1271_cov_1.785362	Kitrinoviricota	1269	244	REVERSE	1025	F1452_NODE_892
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1456_NODE_4_length_1719_cov_696.986779_1	-	7.9e-88	288.1	13.5	9.9e-88	287.8	13.5	1	1	0	0	1	1	1	1	-	F1456_NODE_4_length_1719_cov_696.986779	Durnavirales	2	1666	FORWARD	1664	F1456_NODE_4
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta	-	F1507_NODE_817_length_2801_cov_12.148216_2	-	4e-04	11.2	0.9	0.00058	10.6	0.9	11	1	0	0	1	1	1	1	-	F1507_NODE_817_length_2801_cov_12.148216	NA	2748	313	REVERSE	2435	F1507_NODE_817
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1507_NODE_1077_length_2536_cov_12.729948_2	-	0.00016	12.1	6.5	0.00037	10.9	6.5	16	1	0	0	1	1	1	1	-	F1507_NODE_1077_length_2536_cov_12.729948	Insthoviricetes	2191	551	REVERSE	1640	F1507_NODE_1077
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1507_NODE_1130_length_2486_cov_8.171946_3	-	0.00036	11.3	10.8	0.00051	10.8	10.8	11	1	0	0	1	1	1	1	-	F1507_NODE_1130_length_2486_cov_8.171946	Ourlivirales	2370	127	REVERSE	2243	F1507_NODE_1130
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1362_NODE_56_length_3562_cov_3.158255_1	-	8.8e-36	115.6	1.2	1.1e-35	115.3	1.2	11	1	0	0	1	1	1	1	-	F1362_NODE_56_length_3562_cov_3.158255	Picornavirales	2	3562	FORWARD	3560	F1362_NODE_56
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1362_NODE_244_length_2340_cov_2.569803_1	-	0.00014	12.5	0	0.00023	11.8	0	12	1	0	0	1	1	1	1	-	F1362_NODE_244_length_2340_cov_2.569803	Duplornaviricota	101	2338	FORWARD	2237	F1362_NODE_244
