orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1614_NODE_75_length_3253_cov_5695.314572_2	F1614_NODE_75_length_3253_cov_5695.314572	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3	3221	FORWARD	3218	AGW51766.2	1014	47.4	1094	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Ochlerotatus-associated narna-like virus 1	47.4	Cumentaid_virus	Narnaviridae	Cumentaid_virus_F1614C75F1633	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1633_detect_F1633_round2_F1633_round3_frame3_1	C75	F1614	F1633	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	(+)ssRNA	non-segmented	Lenarviricota	17	20	Mansonia
F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	84	1715	FORWARD	1631	QMI58128.1	537	99.6	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	99.6	Verdadero_virus	Partitiviridae	Verdadero_virus_F1086C860F1062	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1062_detect_F1062_round2_F1062_round3_frame3_1	C860	F1086	F1062	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	84	1715	FORWARD	1631	QMI58128.1	537	99.6	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	99.6	Verdadero_virus	Partitiviridae	Verdadero_virus_F1086C860F1064	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1064_detect_F1064_round2_F1064_round3_frame3_1	C860	F1086	F1064	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	84	1715	FORWARD	1631	QMI58128.1	537	99.6	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	99.6	Verdadero_virus	Partitiviridae	Verdadero_virus_F1086C860F1065	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1065_detect_F1065_round2_F1065_round3_frame3_1	C860	F1086	F1065	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	84	1715	FORWARD	1631	QMI58128.1	537	99.6	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	99.6	Verdadero_virus	Partitiviridae	Verdadero_virus_F1086C860F1086	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1086_detect_F1086_round2_F1086_round3_frame3_1	C860	F1086	F1086	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
F1086_NODE_860_length_1747_cov_313.222813_1	F1086_NODE_860_length_1747_cov_313.222813	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	84	1715	FORWARD	1631	QMI58128.1	537	99.6	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	99.6	Verdadero_virus	Partitiviridae	Verdadero_virus_F1086C860F1506	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_F1086_MapVerif_F1506_detect_F1506_round2_F1506_round3_frame3_1	C860	F1086	F1506	phylogenetically related, high RdRp aa similarity ~99%	_	Verdadero_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes
F1087_NODE_248_length_2122_cov_11578.753266_1	F1087_NODE_248_length_2122_cov_11578.753266	G	Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	2120	237	REVERSE	1883	YP_009337789.1	555	98.6	555	Lenarviricota	Lenarviricota	NA	NA	NA	NA	Hubei mosquito virus 3	98.6	Hubei_mosquito_virus_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1003	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1003_detect_F1003_round2_F1003_round3_frame1_1	C1	F1341	F1003	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1079	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1079_detect_F1079_round2_F1079_round3_frame2_1	C1	F1341	F1079	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1167	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1167_detect_F1167_round2_F1167_round3_frame3_1	C1	F1341	F1167	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1337	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1337_detect_F1337_round2_F1337_round3_frame2_1	C1	F1341	F1337	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes aegypti	misannotated	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1341	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1341_detect_F1341_round2_F1341_round3_frame2_1	C1	F1341	F1341	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1341_NODE_1_length_10408_cov_43.617212_3	F1341_NODE_1_length_10408_cov_43.617212	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6699	937	REVERSE	5762	QRW41859.1	2136	48.2	1883	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	48.2	Ausist_virus	Rhabdoviridae	Ausist_virus_F1341C1F1344	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212_F1344_detect_F1344_round2_F1344_round3_frame1_1	C1	F1341	F1344	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
F1422_NODE_7_length_6690_cov_40.209495_1	F1422_NODE_7_length_6690_cov_40.209495	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6627	58	REVERSE	6569	QGY72638.1	2184	53	2187	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Plasmopara viticola lesion associated mycobunyavirales-like virus 1	53	F1422_NODE_7_length_6690_cov_40.209495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1422_NODE_183_length_1747_cov_7.848700_2	F1422_NODE_183_length_1747_cov_7.848700	N	Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	1746	70	REVERSE	1676	BDF97667.1	443	82.2	443	Kitrinoviricota	Kitrinoviricota	NA	NA	NA	NA	Penicillium vanoranjei associated RNA virus 1	82.2	F1422_NODE_183_length_1747_cov_7.848700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1357_NODE_1_length_8923_cov_874.674335_1	F1357_NODE_1_length_8923_cov_874.674335	N	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	8543	33	REVERSE	8510	APG77953.1	2833	89.7	2830	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Hubei mosquito virus 1	89.7	Hubei_mosquito_virus_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1357_NODE_9_length_4740_cov_48.165208_1	F1357_NODE_9_length_4740_cov_48.165208	G	Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	4734	1477	REVERSE	3257	APG76964.1	1029	90.1	985	Permutotetraviridae	NA	NA	NA	Permutotetraviridae	NA	Hubei permutotetra-like virus 2	90.1	Hubei_permutotetra_like_virus_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1357_NODE_209_length_2151_cov_308.112595_1	F1357_NODE_209_length_2151_cov_308.112595	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2126	192	REVERSE	1934	QKI79863.1	613	84.4	608	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 33	84.4	Erysiphe_necator_associated_ourmia_like_virus_33	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_33_F1357C209F1357	Erysiphe_necator_associated_ourmia_like_virus_33	F1357_NODE_209_length_2151_cov_308.112595_F1357_round2_F1357_detect_F1357_round2_F1357_round3_frame2_1	C209	F1357	F1357	phylogenetically related, high RdRp aa similarity ~84%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(+)ssRNA	non-segmented	Lenarviricota	19	1	Anopheles
F1357_NODE_209_length_2151_cov_308.112595_1	F1357_NODE_209_length_2151_cov_308.112595	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2126	192	REVERSE	1934	QKI79863.1	613	84.4	608	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 33	84.4	Erysiphe_necator_associated_ourmia_like_virus_33	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_33_F1357C209F1226	Erysiphe_necator_associated_ourmia_like_virus_33	F1357_NODE_209_length_2151_cov_308.112595_F1357_round2_F1226_detect_F1226_round2_F1226_round3_frame2_1	C209	F1357	F1226	phylogenetically related, high RdRp aa similarity ~84%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Coquillettidia crassipes	correct	Coquillettidia crassipes	_	cluster2	(+)ssRNA	non-segmented	Lenarviricota	19	2	Coquillettidia
F1616_NODE_2_length_10646_cov_372.676140_2	F1616_NODE_2_length_10646_cov_372.676140	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	150	10211	FORWARD	10061	YP_009344962.1	3364	85.5	3355	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Palm Creek virus	85.5	Palm_Creek_virus_subsp2	Flaviviridae	Palm_Creek_virus_F1616C2F1616	Palm_Creek_virus	F1616_NODE_2_length_10646_cov_372.676140_F1616_MapVerif_F1616_detect_F1616_r2_frame3	C2	F1616	F1616	phylogenetically somewhat divergent, basal to ref species; high polyprotein similarity 87%; different host genus	Clusters outside of Palm Creek virus and phylogenetically basal to both known and novel PCV sequences. However aa similarity is higher with novel sequences rather than with the reference PCV.	Palm_Creek_virus_like	Mansonia indiana	correct	Mansonia indiana	_	cluster18	(+)ssRNA	non-segmented	Kitrinoviricota	14	18	Mansonia
F1407_NODE_2_length_10831_cov_220.119803_2	F1407_NODE_2_length_10831_cov_220.119803	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	122	10207	FORWARD	10085	UFQ89986.1	3359	89.9	3360	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Quang Binh virus	89.9	Quang_Binh_virus_subsp1	Flaviviridae	Quang_Binh_virus_F1407C2F1407	Quang_Binh_virus	F1407_NODE_2_length_10831_cov_220.119803_F1407_MapVerif_F1407_detect_F1407_r2_frame2	C2	F1407	F1407	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Quang_Binh_virus	Culex bitaeniorhynchus	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	(+)ssRNA	non-segmented	Kitrinoviricota	14	11	Culex
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1019	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1019_detect_F1019_round2_F1019_round3_frame1_1	C217	F1527	F1019	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1021	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1021_detect_F1021_round2_F1021_round3_frame1_1	C217	F1527	F1021	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1094	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1094_detect_F1094_round2_F1094_round3_frame1_1	C217	F1527	F1094	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1096	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1096_detect_F1096_round2_F1096_round3_frame1_1	C217	F1527	F1096	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1100	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1100_detect_F1100_round2_F1100_round3_frame1_1	C217	F1527	F1100	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1211	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1211_detect_F1211_round2_F1211_round3_frame1_1	C217	F1527	F1211	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1381	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1381_detect_F1381_round2_F1381_round3_frame1_1	C217	F1527	F1381	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1382	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1382_detect_F1382_round2_F1382_round3_frame1_1	C217	F1527	F1382	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1527	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1527_detect_F1527_round2_F1527_round3_frame1_1	C217	F1527	F1527	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1546	2964	FORWARD	1418	QRW42394.1	441	83.4	441	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Guadeloupe mosquito virus	83.4	Colokingly_virus	Solemoviridae	Colokingly_virus_F1527C217F1534	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1534_detect_F1534_round2_F1534_round3_frame1_1	C217	F1527	F1534	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
F1367_NODE_745_length_1279_cov_3.495098_1	F1367_NODE_745_length_1279_cov_3.495098	N	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2	1279	FORWARD	1277	BCX55510.1	684	49.9	399	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Cryphonectria naterciae splipalmivirus 1	49.9	F1367_NODE_745_length_1279_cov_3.495098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1366_NODE_1917_length_1697_cov_3.967722_1	F1366_NODE_1917_length_1697_cov_3.967722	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1697	3	REVERSE	1694	UBK24765.1	538	77.1	537	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Nigrospora sphaerica partitivirus 1	77.1	Catimbler_virus	Partitiviridae	Catimbler_virus_F1366C1917F1366	Catimbler_virus	F1366_NODE_1917_length_1697_cov_3.967722_F1366_MapVerif_F1366_detect_F1366_round2_F1366_round3_frame1_1	C1917	F1366	F1366	phylogenetically related, not high enough RdRp aa similarity ~77%	_	Anopheles_peditaeniatus_partiti_like_virus	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	dsRNA	segmented	Pisuviricota	4	1	Anopheles
